,title,abstract,journal,link,category
174,"Selectivity correction in discrete-continuous models for the willingness
  to work as crowd-shippers and travel time tolerance","The objective of this study is to understand the different behavioral
considerations that govern the choice of people to engage in a crowd-shipping
market. Using novel data collected by the researchers in the US, we develop
discrete-continuous models. A binary logit model has been used to estimate
crowd-shippers' willingness to work, and an ordinary least-square regression
model has been employed to calculate crowd-shippers' maximum tolerance for
shipping and delivery times. A selectivity-bias term has been included in the
model to correct for the conditional relationships of the crowd-shipper's
willingness to work and their maximum travel time tolerance. The results show
socio-demographic characteristics (e.g. age, gender, race, income, and
education level), transporting freight experience, and number of social media
usages significant influence the decision to participate in the crowd-shipping
market. In addition, crowd-shippers pay expectations were found to be
reasonable and concurrent with the literature on value-of-time. Findings from
this research are helpful for crowd-shipping companies to identify and attract
potential shippers. In addition, an understanding of crowd-shippers - their
behaviors, perceptions, demographics, pay expectations, and in which contexts
they are willing to divert from their route - are valuable to the development
of business strategies such as matching criteria and compensation schemes for
driver-partners.",Quantitative Finance,http://arxiv.org/abs/1810.00985v1,econ.EM
59,The cost of information,"We develop an axiomatic theory of information acquisition that captures the
idea of constant marginal costs in information production: the cost of
generating two independent signals is the sum of their costs, and generating a
signal with probability half costs half its original cost. Together with
Blackwell monotonicity and a continuity condition, these axioms determine the
cost of a signal up to a vector of parameters. These parameters have a clear
economic interpretation and determine the difficulty of distinguishing states.
We argue that this cost function is a versatile modeling tool that leads to
more realistic predictions than mutual information.",Quarterly Journal of Economics,http://arxiv.org/abs/1812.04211v3,econ.EM
489,A New Index of Human Capital to Predict Economic Growth,"The accumulation of knowledge required to produce economic value is a process
that often relates to nations economic growth. Such a relationship, however, is
misleading when the proxy of such accumulation is the average years of
education. In this paper, we show that the predictive power of this proxy
started to dwindle in 1990 when nations schooling began to homogenized. We
propose a metric of human capital that is less sensitive than average years of
education and remains as a significant predictor of economic growth when tested
with both cross-section data and panel data. We argue that future research on
economic growth will discard educational variables based on quantity as
predictor given the thresholds that these variables are reaching.",R Journal ,http://arxiv.org/abs/1807.07051v1,stat.CO
463,Ergodicity-breaking reveals time optimal decision making in humans,"Ergodicity describes an equivalence between the expectation value and the
time average of observables. Applied to human behaviour, ergodic theories of
decision-making reveal how individuals should tolerate risk in different
environments. To optimise wealth over time, agents should adapt their utility
function according to the dynamical setting they face. Linear utility is
optimal for additive dynamics, whereas logarithmic utility is optimal for
multiplicative dynamics. Whether humans approximate time optimal behavior
across different dynamics is unknown. Here we compare the effects of additive
versus multiplicative gamble dynamics on risky choice. We show that utility
functions are modulated by gamble dynamics in ways not explained by prevailing
decision theory. Instead, as predicted by time optimality, risk aversion
increases under multiplicative dynamics, distributing close to the values that
maximise the time average growth of wealth. We suggest that our findings
motivate a need for explicitly grounding theories of decision-making on ergodic
considerations.",Regional Development Studies ,http://arxiv.org/abs/1906.04652v5,stat.AP
227,"Exploring the nuances in the relationship ""culture-strategy"" for the
  business world","The current article explores interesting, significant and recently identified
nuances in the relationship ""culture-strategy"". The shared views of leading
scholars at the University of National and World Economy in relation with the
essence, direction, structure, role and hierarchy of ""culture-strategy""
relation are defined as a starting point of the analysis. The research emphasis
is directed on recent developments in interpreting the observed realizations of
the aforementioned link among the community of international scholars and
consultants, publishing in selected electronic scientific databases. In this
way a contemporary notion of the nature of ""culture-strategy"" relationship for
the entities from the world of business is outlined.",Renew Sustain Energy Rev,http://arxiv.org/abs/1810.02613v1,econ.GN
57,"The Income Fluctuation Problem with Capital Income Risk: Optimality and
  Stability","This paper studies the income fluctuation problem with capital income risk
(i.e., dispersion in the rate of return to wealth). Wealth returns and labor
earnings are allowed to be serially correlated and mutually dependent. Rewards
can be bounded or unbounded. Under rather general conditions, we develop a set
of new results on the existence and uniqueness of solutions, stochastic
stability of the model economy, as well as efficient computation of the ergodic
wealth distribution. A variety of applications are discussed. Quantitative
analysis shows that both stochastic volatility and mean persistence in wealth
returns have nontrivial impact on wealth inequality.",Research in Applied Economics ,http://arxiv.org/abs/1812.01320v1,econ.EM
391,Rational Inattention and Retirement Puzzles,"I present evidence incorporating costly thought solves three puzzles in the
retirement literature. The first puzzle is, given incentives, the extent of
bunching of labour market exits at legislated state pension ages (SPA) seems
incompatible with rational expectations. Adding to the evidence for this
puzzle, I include an empirical analysis focusing on whether liquidity
constraints can explain this bunching and find they cannot. The nature of this
puzzle is clarified by exploring a life-cycle model with rational agents that
matches aggregate profiles. This model succeeds in matching aggregates by
overestimating the impact of the SPA on poorer individuals whilst
underestimating its impact on wealthier people. The second puzzle is people are
often mistaken about their own pension provisions. Concerning the second
puzzle, I incorporate rational inattention to the SPA into the aforementioned
life-cycle model, allowing for mistaken beliefs. To the best of my knowledge,
this paper is the first not only to incorporate rational inattention into a
life-cycle model but also to assess a rationally inattentive model against
non-experimental individual choice data. This facilitates another important
contribution: discipling the cost of attention with subjective belief data.
Preliminary results indicate rational inattention improves the aggregate fit
and better matches the response of participation to the SPA across the wealth
distribution, hence offering a resolution to the first puzzle. The third puzzle
is despite actuarially advantageous options to defer receipt of pension
benefits, take up is extremely low. An extension of the model generates an
explanation of this last puzzle: the actuarial calculations implying deferral
is preferable ignore the utility cost of tracking your pension which can be
avoided by claiming. These puzzles are researched in the context of the reform
to the UK female SPA.",Research in Economics ,http://arxiv.org/abs/1904.06520v1,econ.GN
608,Informe-pais Brasil,"Structural socioeconomic analysis of Brazil. All basic information about this
South American country is gathered in a comprehensive outlook that includes the
challenges Brazil faces, as well as their causes and posible economic
solutions.",Research in Economics ,http://arxiv.org/abs/1909.08564v1,econ.GN
41,A Method for Winning at Lotteries,"We report a new result on lotteries --- that a well-funded syndicate has a
purely mechanical strategy to achieve expected returns of 10\% to 25\% in an
equiprobable lottery with no take and no carryover pool. We prove that an
optimal strategy (Nash equilibrium) in a game between the syndicate and other
players consists of betting one of each ticket (the ""trump ticket""), and extend
that result to proportional ticket selection in non-equiprobable lotteries. The
strategy can be adjusted to accommodate lottery taxes and carryover pools. No
""irrationality"" need be involved for the strategy to succeed --- it requires
only that a large group of non-syndicate bettors each choose a few tickets
independently.",Research Policy ,http://arxiv.org/abs/1801.02958v1,econ.GN
447,A Search Model of Statistical Discrimination,"We offer a search-theoretic model of statistical discrimination, in which
firms treat identical groups unequally based on their occupational choices. The
model admits symmetric equilibria in which the group characteristic is ignored,
but also asymmetric equilibria in which a group is statistically discriminated
against, even when symmetric equilibria are unique. Moreover, a robust
possibility is that symmetric equilibria become unstable when the group
characteristic is introduced. Unlike most previous literature, our model can
justify affirmative action since it eliminates asymmetric equilibria without
distorting incentives.",Resources Conservation and Recycling ,http://arxiv.org/abs/2004.06645v2,physics.soc-ph
31,Tests for price indices in a dynamic item universe,"There is generally a need to deal with quality change and new goods in the
consumer price index due to the underlying dynamic item universe. Traditionally
axiomatic tests are defined for a fixed universe. We propose five tests
explicitly formulated for a dynamic item universe, and motivate them both from
the perspectives of a cost-of-goods index and a cost-of-living index. None of
the indices satisfies all the tests at the same time, which are currently
available for making use of scanner data that comprises the whole item
universe. The set of tests provides a rigorous diagnostic for whether an index
is completely appropriate in a dynamic item universe, as well as pointing
towards the directions of possible remedies. We thus outline a large index
family that potentially can satisfy all the tests.",Resources Policy ,http://arxiv.org/abs/1808.08995v2,econ.GN
280,"Addictive Auctions: using lucky-draw and gambling addiction to increase
  participation during auctioning","Auction theories are believed to provide a better selling opportunity for the
resources to be allocated. Various organizations have taken measures to
increase trust among participants towards their auction system, but trust alone
cannot ensure a high level of participation. We propose a new type of auction
system which takes advantage of lucky draw and gambling addictions to increase
the engagement level of candidates in an auction. Our system makes use of
security features present in existing auction systems for ensuring fairness and
maintaining trust among participants.",Review of Economics and Statistics ,http://arxiv.org/abs/1906.03237v1,econ.EM
304,"Long-run Consequences of Health Insurance Promotion When Mandates are
  Not Enforceable: Evidence from a Field Experiment in Ghana","We study long-run selection and treatment effects of a health insurance
subsidy in Ghana, where mandates are not enforceable. We randomly provide
different levels of subsidy (1/3, 2/3, and full), with follow-up surveys seven
months and three years after the initial intervention. We find that a one-time
subsidy promotes and sustains insurance enrollment for all treatment groups,
but long-run health care service utilization increases only for the partial
subsidy groups. We find evidence that selection explains this pattern: those
who were enrolled due to the subsidy, especially the partial subsidy, are more
ill and have greater health care utilization.",Review of Economics and Statistics ,http://arxiv.org/abs/1811.09004v2,econ.TH
369,Distributionally Robust Optimal Auction Design under Mean Constraints,"We study a seller who sells a single good to multiple bidders with
uncertainty over the joint distribution of bidders' valuations, as well as
bidders' higher-order beliefs about their opponents. The seller only knows the
(possibly asymmetric) means of the marginal distributions of each bidder's
valuation and the range. An adversarial nature chooses the worst-case
distribution within this ambiguity set along with the worst-case information
structure. We find that a second-price auction with a symmetric, random reserve
price obtains the optimal revenue guarantee within a broad class of mechanisms
we refer to as competitive mechanisms, which include standard auction formats,
including the first-price auction, with or without reserve prices. The optimal
mechanism possesses two notable characteristics. First, the mechanism treats
all bidders identically even in the presence of ex-ante asymmetries. Second,
when bidders are identical and the number of bidders $n$ grows large, the
seller's optimal reserve price converges in probability to a non-binding
reserve price and the revenue guarantee converges to the best possible revenue
guarantee at rate $O(1/n)$.",Review of Economics and Statistics ,http://arxiv.org/abs/1911.07103v3,econ.EM
401,Empirical Equilibrium,"We study the foundations of empirical equilibrium, a refinement of Nash
equilibrium that is based on a non-parametric characterization of empirical
distributions of behavior in games (Velez and Brown,2020b arXiv:1907.12408).
The refinement can be alternatively defined as those Nash equilibria that do
not refute the regular QRE theory of Goeree, Holt, and Palfrey (2005). By
contrast, some empirical equilibria may refute monotone additive randomly
disturbed payoff models. As a by product, we show that empirical equilibrium
does not coincide with refinements based on approximation by monotone additive
randomly disturbed payoff models, and further our understanding of the
empirical content of these models.",Review of Economics and Statistics ,http://arxiv.org/abs/1804.07986v3,econ.TH
468,"P-hacking in clinical trials and how incentives shape the distribution
  of results across phases","Clinical research should conform to high standards of ethical and scientific
integrity, given that human lives are at stake. However, economic incentives
can generate conflicts of interest for investigators, who may be inclined to
withhold unfavorable results or even tamper with data in order to achieve
desired outcomes. To shed light on the integrity of clinical trial results,
this paper systematically analyzes the distribution of p-values of primary
outcomes for phase II and phase III drug trials reported to the
ClinicalTrials.gov registry. First, we detect no bunching of results just above
the classical 5% threshold for statistical significance. Second, a density
discontinuity test reveals an upward jump at the 5% threshold for phase III
results by small industry sponsors. Third, we document a larger fraction of
significant results in phase III compared to phase II. Linking trials across
phases, we find that early favorable results increase the likelihood of
continuing into the next phase. Once we take into account this selective
continuation, we can explain almost completely the excess of significant
results in phase III for trials conducted by large industry sponsors. For small
industry sponsors, instead, part of the excess remains unexplained.",Review of Economics and Statistics ,http://arxiv.org/abs/1907.00185v3,econ.EM
137,Selling Information,"I consider the monopolistic pricing of informational good. A buyer's
willingness to pay for information is from inferring the unknown payoffs of
actions in decision making. A monopolistic seller and the buyer each observes a
private signal about the payoffs. The seller's signal is binary and she can
commit to sell any statistical experiment of her signal to the buyer. Assuming
that buyer's decision problem involves rich actions, I characterize the profit
maximizing menu. It contains a continuum of experiments, each containing
different amount of information. I also find a complementarity between buyer's
private information and information provision: when buyer's private signal is
more informative, the optimal menu contains more informative experiments.","Review of Keynesian Studies
 ",http://arxiv.org/abs/1809.06770v2,econ.GN
67,Persuading part of an audience,"I propose a cheap-talk model in which the sender can use private messages and
only cares about persuading a subset of her audience. For example, a candidate
only needs to persuade a majority of the electorate in order to win an
election. I find that senders can gain credibility by speaking truthfully to
some receivers while lying to others. In general settings, the model admits
information transmission in equilibrium for some prior beliefs. The sender can
approximate her preferred outcome when the fraction of the audience she needs
to persuade is sufficiently small. I characterize the sender-optimal
equilibrium and the benefit of not having to persuade your whole audience in
separable environments. I also analyze different applications and verify that
the results are robust to some perturbations of the model, including
non-transparent motives as in Crawford and Sobel (1982), and full commitment as
in Kamenica and Gentzkow (2011).",Revista Contabilidade e Financas,http://arxiv.org/abs/1903.00129v1,econ.GN
325,"The Research on the Stagnant Development of Shantou Special Economic
  Zone Under Reform and Opening-Up Policy","This study briefly introduces the development of Shantou Special Economic
Zone under Reform and Opening-Up Policy from 1980 through 2016 with a focus on
policy making issues and its influences on local economy. This paper is divided
into two parts, 1980 to 1991, 1992 to 2016 in accordance with the separation of
the original Shantou District into three cities: Shantou, Chaozhou and Jieyang
in the end of 1991. This study analyzes the policy making issues in the
separation of the original Shantou District, the influences of the policy on
Shantou's economy after separation, the possibility of merging the three cities
into one big new economic district in the future and reasons that lead to the
stagnant development of Shantou in recent 20 years. This paper uses statistical
longitudinal analysis in analyzing economic problems with applications of
non-parametric statistics through generalized additive model and time series
forecasting methods. The paper is authored by Bowen Cai solely, who is the
graduate student in the PhD program of Applied and Computational Mathematics
and Statistics at the University of Notre Dame with concentration in big data
analysis.",Revista de Historiografia,http://arxiv.org/abs/1711.08877v1,econ.GN
150,The Impact of Renewable Energy Forecasts on Intraday Electricity Prices,"In this paper we study the impact of errors in wind and solar power forecasts
on intraday electricity prices. We develop a novel econometric model which is
based on day-ahead wholesale auction curves data and errors in wind and solar
power forecasts. The model shifts day-ahead supply curves to calculate intraday
prices. We apply our model to the German EPEX SPOT SE data. Our model
outperforms both linear and non-linear benchmarks. Our study allows us to
conclude that errors in renewable energy forecasts exert a non-linear impact on
intraday prices. We demonstrate that additional wind and solar power capacities
induce non-linear changes in the intraday price volatility. Finally, we comment
on economical and policy implications of our findings.",Revista Espacios ,http://arxiv.org/abs/1903.09641v2,econ.GN
169,"The ""power"" dimension in a process of exchange","The field of study of this paper is the analysis of the exchange between two
subjects. Circumscribed to the micro dimension, it is however expanded with
respect to standard economic theory by introducing both the dimension of power
and the motivation to exchange. The basic reference is made by the reflections
of those economists, preeminently John Kenneth Galbraith, who criticize the
removal from the neoclassical economy of the ""power"" dimension. We have also
referred to the criticism that Galbraith, among others, makes to the assumption
of neoclassical economists that the ""motivation"" in exchanges is solely linked
to the reward, to the money obtained in the exchange. We have got around the
problem of having a large number of types of power and also a large number of
forms of motivation by directly taking into account the effects on the welfare
of each subject, regardless of the means with which they are achieved: that is,
referring to everything that happens in the negotiation process to the
potential or real variations of the welfare function induced in each subject
due to the exercise of the specific form of power, on a case by case basis, and
of the intensity of the motivation to perform the exchange. In the construction
of a mathematical model we paid great attention to its usability in field
testing.",Revue d'Economie Politique ,http://arxiv.org/abs/1809.08293v3,econ.GN
390,"Understanding consumer demand for new transport technologies and
  services, and implications for the future of mobility","The transport sector is witnessing unprecedented levels of disruption.
Privately owned cars that operate on internal combustion engines have been the
dominant modes of passenger transport for much of the last century. However,
recent advances in transport technologies and services, such as the development
of autonomous vehicles, the emergence of shared mobility services, and the
commercialization of alternative fuel vehicle technologies, promise to
revolutionise how humans travel. The implications are profound: some have
predicted the end of private car dependent Western societies, others have
portended greater suburbanization than has ever been observed before. If
transport systems are to fulfil current and future needs of different
subpopulations, and satisfy short and long-term societal objectives, it is
imperative that we comprehend the many factors that shape individual behaviour.
This chapter introduces the technologies and services most likely to disrupt
prevailing practices in the transport sector. We review past studies that have
examined current and future demand for these new technologies and services, and
their likely short and long-term impacts on extant mobility patterns. We
conclude with a summary of what these new technologies and services might mean
for the future of mobility.",Risks ,http://arxiv.org/abs/1904.05554v1,econ.GN
606,"A new concept of technology with systemic-purposeful perpsective:
  theory, examples and empirical application","Although definitions of technology exist to explain the patterns of
technological innovations, there is no general definition that explain the role
of technology for humans and other animal species in environment. The goal of
this study is to suggest a new concept of technology with a systemic-purposeful
perspective for technology analysis. Technology here is a complex system of
artifact, made and_or used by living systems, that is composed of more than one
entity or sub-system and a relationship that holds between each entity and at
least one other entity in the system, selected considering practical, technical
and_or economic characteristics to satisfy needs, achieve goals and_or solve
problems of users for purposes of adaptation and_or survival in environment.
Technology T changes current modes of cognition and action to enable makers
and_or users to take advantage of important opportunities or to cope with
consequential environmental threats. Technology, as a complex system, is formed
by different elements given by incremental and radical innovations.
Technological change generates the progress from a system T1 to T2, T3, etc.
driven by changes of technological trajectories and technological paradigms.
Several examples illustrate here these concepts and a simple model with a
preliminary empirical analysis shows how to operationalize the suggested
definition of technology. Overall, then, the role of adaptation (i.e.
reproductive advantage) can be explained as a main driver of technology use for
adopters to take advantage of important opportunities or to cope with
environmental threats. This study begins the process of clarifying and
generalizing, as far as possible, the concept of technology with a new
perspective that it can lay a foundation for the development of more
sophisticated concepts and theories to explain technological and economic
change in environment.",Risks ,http://arxiv.org/abs/1909.05689v1,econ.GN
345,Inference on Local Average Treatment Effects for Misclassified Treatment,"We develop point-identification for the local average treatment effect when
the binary treatment contains a measurement error. The standard instrumental
variable estimator is inconsistent for the parameter since the measurement
error is non-classical by construction. We correct the problem by identifying
the distribution of the measurement error based on the use of an exogenous
variable that can even be a binary covariate. The moment conditions derived
from the identification lead to generalized method of moments estimation with
asymptotically valid inferences. Monte Carlo simulations and an empirical
illustration demonstrate the usefulness of the proposed procedure.",Royal Society Open Science ,http://arxiv.org/abs/1804.03349v1,q-bio.PE
46,Quantifying Health Shocks Over the Life Cycle,"We first show (1) the importance of investigating health expenditure process
using the order two Markov chain model, rather than the standard order one
model, which is widely used in the literature. Markov chain of order two is the
minimal framework that is capable of distinguishing those who experience a
certain health expenditure level for the first time from those who have been
experiencing that or other levels for some time. In addition, using the model
we show (2) that the probability of encountering a health shock first de-
creases until around age 10, and then increases with age, particularly, after
age 40, (3) that health shock distributions among different age groups do not
differ until their percentiles reach the median range, but that above the
median the health shock distributions of older age groups gradually start to
first-order dominate those of younger groups, and (4) that the persistency of
health shocks also shows a U-shape in relation to age.",Science,http://arxiv.org/abs/1801.08746v1,econ.EM
58,Mutual Conversion Between Preference Maps And Cook-Seiford Vectors,"In group decision making, the preference map and Cook-Seiford vector are two
concepts as ways of describing ties-permitted ordinal rankings. This paper
shows that they are equivalent for representing ties-permitted ordinal
rankings. Transformation formulas from one to the other are given and the
inherent consistency of the mutual conversion is discussed. The proposed
methods are illustrated by some examples. Some possible future applications of
the proposed formulas are also pointed out.",Scientific Journal of Agricultural Economics,http://arxiv.org/abs/1812.03566v1,econ.EM
403,"Statistical and Economic Evaluation of Time Series Models for
  Forecasting Arrivals at Call Centers","Call centers' managers are interested in obtaining accurate point and
distributional forecasts of call arrivals in order to achieve an optimal
balance between service quality and operating costs. We present a strategy for
selecting forecast models of call arrivals which is based on three pillars: (i)
flexibility of the loss function; (ii) statistical evaluation of forecast
accuracy; (iii) economic evaluation of forecast performance using money
metrics. We implement fourteen time series models and seven forecast
combination schemes on three series of daily call arrivals. Although we focus
mainly on point forecasts, we also analyze density forecast evaluation. We show
that second moments modeling is important both for point and density
forecasting and that the simple Seasonal Random Walk model is always
outperformed by more general specifications. Our results suggest that call
center managers should invest in the use of forecast models which describe both
first and second moments of call arrivals.",Scientific Reports,http://arxiv.org/abs/1804.08315v1,q-fin.GN
238,"Does the price of strategic commodities respond to U.S. Partisan
  Conflict?","A noteworthy feature of U.S. politics in recent years is serious partisan
conflict, which has led to intensifying polarization and exacerbating high
policy uncertainty. The US is a significant player in oil and gold markets. Oil
and gold also form the basis of important strategic reserves in the US. We
investigate whether U.S. partisan conflict affects the returns and price
volatility of oil and gold using a parametric test of Granger causality in
quantiles. The empirical results suggest that U.S. partisan conflict has an
effect on the returns of oil and gold, and the effects are concentrated at the
tail of the conditional distribution of returns. More specifically, the
partisan conflict mainly affects oil returns when the crude oil market is in a
bearish state (lower quantiles). By contrast, partisan conflict matters for
gold returns only when the gold market is in a bullish scenario (higher
quantiles). In addition, for the volatility of oil and gold, the predictability
of partisan conflict index virtually covers the entire distribution of
volatility.",Scientific Reports,http://arxiv.org/abs/1810.08396v2,physics.soc-ph
540,"A complex net of intertwined complements: Measuring interdimensional
  dependence among the poor","The choice of appropriate measures of deprivation, identification and
aggregation of poverty has been a challenge for many years. The works of Sen,
Atkinson and others have been the cornerstone for most of the literature on
poverty measuring. Recent contributions have focused in what we now know as
multidimensional poverty measuring. Current aggregation and identification
measures for multidimensional poverty make the implicit assumption that
dimensions are independent of each other, thus ignoring the natural dependence
between them. In this article a variant of the usual method of deprivation
measuring is presented. It allows the existence of the forementioned
connections by drawing from geometric and networking notions. This new
methodology relies on previous identification and aggregation methods, but with
small modifications to prevent arbitrary manipulations. It is also proved that
this measure still complies with the axiomatic framework of its predecessor.
Moreover, the general form of latter can be considered a particular case of
this new measure, although this identification is not unique.",Scientific Reports,http://arxiv.org/abs/1908.07870v1,physics.soc-ph
458,"Autonomous Driving and Residential Location Preferences: Evidence from a
  Stated Choice Survey","The literature suggests that autonomous vehicles (AVs) may drastically change
the user experience of private automobile travel by allowing users to engage in
productive or relaxing activities while travelling. As a consequence, the
generalised cost of car travel may decrease, and car users may become less
sensitive to travel time. By facilitating private motorised mobility, AVs may
eventually impact land use and households' residential location choices. This
paper seeks to advance the understanding of the potential impacts of AVs on
travel behaviour and land use by investigating stated preferences for
combinations of residential locations and travel options for the commute in the
context of autonomous automobile travel. Our analysis draws from a stated
preference survey, which was completed by 512 commuters from the Sydney
metropolitan area in Australia and provides insights into travel time
valuations in a long-term decision-making context. For the analysis of the
stated choice data, mixed logit models are estimated. Based on the empirical
results, no changes in the valuation of travel time due to the advent of AVs
should be expected. However, given the hypothetical nature of the stated
preference survey, the results may be affected by methodological limitations.",Scientific Reports,http://arxiv.org/abs/1905.11486v3,physics.soc-ph
294,The interest rate for saving as a possibilistic risk,"In the paper there is studied an optimal saving model in which the
interest-rate risk for saving is a fuzzy number. The total utility of
consumption is defined by using a concept of possibilistic expected utility. A
notion of possibilistic precautionary saving is introduced as a measure of the
variation of optimal saving level when moving from a sure saving model to a
possibilistic risk model. A first result establishes a necessary and sufficient
condition that the presence of a possibilistic interest-rate risk generates an
extra-saving. This result can be seen as a possibilistic version of a
Rothschilld and Stiglitz theorem on a probabilistic model of saving. A second
result of the paper studies the variation of the optimal saving level when
moving from a probabilistic model (the interest-rate risk is a random variable)
to a possibilistic model (the interest-rate risk is a fuzzy number).",Scientific Reports ,http://arxiv.org/abs/1908.00445v1,physics.soc-ph
366,"Aggregation for potentially infinite populations without continuity or
  completeness","We present an abstract social aggregation theorem. Society, and each
individual, has a preorder that may be interpreted as expressing values or
beliefs. The preorders are allowed to violate both completeness and continuity,
and the population is allowed to be infinite. The preorders are only assumed to
be represented by functions with values in partially ordered vector spaces, and
whose product has convex range. This includes all preorders that satisfy strong
independence. Any Pareto indifferent social preorder is then shown to be
represented by a linear transformation of the representations of the individual
preorders. Further Pareto conditions on the social preorder correspond to
positivity conditions on the transformation. When all the Pareto conditions
hold and the population is finite, the social preorder is represented by a sum
of individual preorder representations. We provide two applications. The first
yields an extremely general version of Harsanyi's social aggregation theorem.
The second generalizes a classic result about linear opinion pooling.",Scientific Reports ,http://arxiv.org/abs/1911.00872v1,econ.GN
404,"Economic inequality and Islamic Charity: An exploratory agent-based
  modeling approach","Economic inequality is one of the pivotal issues for most of economic and
social policy makers across the world to insure the sustainable economic growth
and justice. In the mainstream school of economics, namely neoclassical
theories, economic issues are dealt with in a mechanistic manner. Such a
mainstream framework is majorly focused on investigating a socio-economic
system based on an axiomatic scheme where reductionism approach plays a vital
role. The major limitations of such theories include unbounded rationality of
economic agents, reducing the economic aggregates to a set of predictable
factors and lack of attention to adaptability and the evolutionary nature of
economic agents. In tackling deficiencies of conventional economic models, in
the past two decades, some new approaches have been recruited. One of those
novel approaches is the Complex adaptive systems (CAS) framework which has
shown a very promising performance in action. In contrast to mainstream school,
under this framework, the economic phenomena are studied in an organic manner
where the economic agents are supposed to be both boundedly rational and
adaptive. According to it, the economic aggregates emerge out of the ways
agents of a system decide and interact. As a powerful way of modeling CASs,
Agent-based models (ABMs) has found a growing application among academicians
and practitioners. ABMs show that how simple behavioral rules of agents and
local interactions among them at micro-scale can generate surprisingly complex
patterns at macro-scale. In this paper, ABMs have been used to show (1) how an
economic inequality emerges in a system and to explain (2) how sadaqah as an
Islamic charity rule can majorly help alleviating the inequality and how
resource allocation strategies taken by charity entities can accelerate this
alleviation.",Scientific Reports ,http://arxiv.org/abs/1804.09284v1,physics.soc-ph
423,Maastricht and Monetary Cooperation,"This paper describes the opportunities and also the difficulties of EMU with
regard to international monetary cooperation. Even though the institutional and
intellectual assistance to the coordination of monetary policy in the EU will
probably be strengthened with the EMU, among the shortcomings of the Maastricht
Treaty concerns the relationship between the founder members and those
countries who wish to remain outside monetary union.",Scientific Reports ,http://arxiv.org/abs/1807.00419v1,q-fin.GN
449,Dynamically Consistent Objective and Subjective Rationality,"A group of experts, for instance climate scientists, is to choose among two
policies $f$ and $g$. Consider the following decision rule. If all experts
agree that the expected utility of $f$ is higher than the expected utility of
$g$, the unanimity rule applies, and $f$ is chosen. Otherwise the precautionary
principle is implemented and the policy yielding the highest minimal expected
utility is chosen.
  This decision rule may lead to time inconsistencies when an intermediate
period of partial resolution of uncertainty is added. We provide axioms that
enlarge the initial group of experts with veto power, which leads to a set of
probabilistic beliefs that is ""rectangular"" in a minimal sense. This makes this
decision rule dynamically consistent and provides, as a byproduct, a novel
behavioral characterization of rectangularity.",Scientific Reports ,http://arxiv.org/abs/2004.12347v1,physics.soc-ph
482,Clustering Macroeconomic Time Series,"The data mining technique of time series clustering is well established in
many fields. However, as an unsupervised learning method, it requires making
choices that are nontrivially influenced by the nature of the data involved.
The aim of this paper is to verify usefulness of the time series clustering
method for macroeconomics research, and to develop the most suitable
methodology.
  By extensively testing various possibilities, we arrive at a choice of a
dissimilarity measure (compression-based dissimilarity measure, or CDM) which
is particularly suitable for clustering macroeconomic variables. We check that
the results are stable in time and reflect large-scale phenomena such as
crises. We also successfully apply our findings to analysis of national
economies, specifically to identifying their structural relations.",Scientific Reports ,http://arxiv.org/abs/1807.04004v2,physics.soc-ph
322,"Does Better Governance Guarantee Less Corruption? Evidence of Loss in
  Effectiveness of the Rule of Law","Corruption is an endemic societal problem with profound implications in the
development of nations. In combating this issue, cross-national evidence
supporting the effectiveness of the rule of law seems at odds with poorly
realized outcomes from reforms inspired in such literature. This paper provides
an explanation for such contradiction. By taking a computational approach, we
develop two methodological novelties into the empirical study of corruption:
(1) generating large within-country variation by means of simulation (instead
of cross-national data pooling), and (2) accounting for interactions between
covariates through a spillover network. The latter (the network), seems
responsible for a significant reduction in the effectiveness of the rule of
law; especially among the least developed countries. We also find that
effectiveness can be boosted by improving complementary policy issues that may
lie beyond the governance agenda. Moreover, our simulations suggest that
improvements to the rule of law are a necessary yet not sufficient condition to
curve corruption.",SIAM Journal on Discrete Mathematics ,http://arxiv.org/abs/1902.00428v1,cs.GT
543,Dynamic Programming with State-Dependent Discounting,"This paper extends the core results of discrete time infinite horizon dynamic
programming to the case of state-dependent discounting. We obtain a condition
on the discount factor process under which all of the standard optimality
results can be recovered. We also show that the condition cannot be
significantly weakened. Our framework is general enough to handle complications
such as recursive preferences and unbounded rewards. Economic and financial
applications are discussed.",Smart Energy,http://arxiv.org/abs/1908.08800v4,physics.soc-ph
166,The Ladder Theory of Behavioral Decision Making,"We study individual decision-making behavioral on generic view. Using a
formal mathematical model, we investigate the action mechanism of decision
behavioral under subjective perception changing of task attributes. Our model
is built on work in two kinds classical behavioral decision making theory:
""prospect theory (PT)"" and ""image theory (IT)"". We consider subjective
attributes preference of decision maker under the whole decision process.
Strategies collection and selection mechanism are induced according the
description of multi-attributes decision making. A novel behavioral
decision-making framework named ""ladder theory (LT)"" is proposed. By real four
cases comparing, the results shows that the LT have better explanation and
prediction ability then PT and IT under some decision situations. Furthermore,
we use our model to shed light on that the LT theory can cover PT and IT
ideally. It is the enrichment and development for classical behavioral decision
theory and, it has positive theoretical value and instructive significance for
explaining plenty of real decision-making phenomena. It may facilitate our
understanding of how individual decision-making performed actually.",Social Choice and Welfare,http://arxiv.org/abs/1809.03442v3,math.CO
